# Time		Signal_1	Signal_2	Signal_3	Signal_4
11.772 -9.35599 -9.02113 31.0252 11.002
11.773 -9.69714 -9.06849 31.1754 10.6999
11.774 -10.0377 -9.11471 31.3228 10.3984
11.775 -10.3777 -9.15979 31.4674 10.0975
11.776 -10.717 -9.2037 31.6092 9.7972
11.777 -11.0557 -9.24647 31.7482 9.49749
11.778 -11.3937 -9.28807 31.8843 9.19842
11.779 -11.7311 -9.32851 32.0177 8.89999
11.78 -12.0677 -9.3678 32.1482 8.60224
11.781 -12.4036 -9.40591 32.2759 8.30516
11.782 -12.7388 -9.44286 32.4008 8.0088
11.783 -13.0732 -9.47864 32.5228 7.71315
11.784 -13.4068 -9.51324 32.6419 7.41824
11.785 -13.7396 -9.54667 32.7582 7.12409
11.786 -14.0716 -9.57893 32.8716 6.83072
11.787 -14.4027 -9.61001 32.9821 6.53813
11.788 -14.733 -9.6399 33.0897 6.24636
11.789 -15.0624 -9.66862 33.1944 5.95541
11.79 -15.3909 -9.69615 33.2963 5.66531
11.791 -15.7184 -9.7225 33.3952 5.37608
11.792 -16.045 -9.74766 33.4912 5.08772
11.793 -16.3707 -9.77163 33.5843 4.80026
11.794 -16.6953 -9.79441 33.6745 4.51371
11.795 -17.019 -9.81601 33.7618 4.2281
11.796 -17.3416 -9.8364 33.8461 3.94343
11.797 -17.6632 -9.85561 33.9274 3.65973
11.798 -17.9837 -9.87362 34.0059 3.37702
11.799 -18.3031 -9.89044 34.0814 3.0953
11.8 -18.6214 -9.90605 34.1539 2.8146
11.801 -18.9387 -9.92047 34.2235 2.53494
11.802 -19.2547 -9.9337 34.2901 2.25632
11.803 -19.5697 -9.94572 34.3537 1.97878
11.804 -19.8834 -9.95654 34.4144 1.70232
11.805 -20.1959 -9.96616 34.4721 1.42695
11.806 -20.5073 -9.97458 34.5268 1.15271
11.807 -20.8173 -9.9818 34.5785 0.879603
11.808 -21.1262 -9.98782 34.6273 0.607644
11.809 -21.4338 -9.99263 34.6731 0.336853
11.81 -21.74 -9.99624 34.7159 0.0672442
11.811 -22.045 -9.99865 34.7557 -0.201165
11.812 -22.3486 -9.99985 34.7925 -0.468358
11.813 -22.6509 -9.99985 34.8263 -0.73432
11.814 -22.9519 -9.99865 34.8571 -0.999035
11.815 -23.2514 -9.99624 34.8849 -1.26249
11.816 -23.5496 -9.99263 34.9097 -1.52466
11.817 -23.8463 -9.98782 34.9315 -1.78553
11.818 -24.1416 -9.9818 34.9503 -2.0451
11.819 -24.4355 -9.97458 34.9661 -2.30334
11.82 -24.7279 -9.96616 34.9788 -2.56023
11.821 -25.0188 -9.95654 34.9886 -2.81577
11.822 -25.3082 -9.94572 34.9954 -3.06994
11.823 -25.596 -9.9337 34.9992 -3.32272
11.824 -25.8823 -9.92048 34.9999 -3.57409
11.825 -26.1671 -9.90606 34.9976 -3.82405
11.826 -26.4503 -9.89044 34.9924 -4.07257
11.827 -26.7319 -9.87362 34.9841 -4.31965
11.828 -27.0119 -9.85561 34.9728 -4.56526
11.829 -27.2903 -9.83641 34.9585 -4.80939
11.83 -27.567 -9.81601 34.9413 -5.05203
11.831 -27.8421 -9.79442 34.921 -5.29317
11.832 -28.1155 -9.77164 34.8977 -5.53278
11.833 -28.3872 -9.74766 34.8713 -5.77085
11.834 -28.6571 -9.7225 34.842 -6.00738
11.835 -28.9254 -9.69616 34.8097 -6.24234
11.836 -29.1919 -9.66863 34.7744 -6.47572
11.837 -29.4567 -9.63991 34.7361 -6.7075
11.838 -29.7197 -9.61001 34.6949 -6.93768
11.839 -29.9809 -9.57894 34.6506 -7.16624
11.84 -30.2403 -9.54668 34.6033 -7.39317
11.841 -30.4979 -9.51325 34.5531 -7.61844
11.842 -30.7537 -9.47864 34.4998 -7.84206
11.843 -31.0076 -9.44287 34.4436 -8.064
11.844 -31.2596 -9.40592 34.3844 -8.28425
11.845 -31.5098 -9.3678 34.3223 -8.5028
11.846 -31.758 -9.32852 34.2571 -8.71963
11.847 -32.0044 -9.28808 34.189 -8.93474
11.848 -32.2488 -9.24648 34.118 -9.1481
11.849 -32.4913 -9.20371 34.044 -9.35971
11.85 -32.7318 -9.1598 33.967 -9.56955
11.851 -32.9703 -9.11472 33.8871 -9.77762
11.852 -33.2069 -9.0685 33.8043 -9.98389
11.853 -33.4415 -9.02114 33.7185 -10.1884
11.854 -33.6741 -8.97262 33.6298 -10.391
11.855 -33.9046 -8.92297 33.5382 -10.5918
11.856 -34.1331 -8.87218 33.4436 -10.7908
11.857 -34.3595 -8.82025 33.3461 -10.988
11.858 -34.5839 -8.76719 33.2457 -11.1832
11.859 -34.8062 -8.713 33.1425 -11.3766
11.86 -35.0264 -8.65768 33.0363 -11.5681
11.861 -35.2445 -8.60124 32.9272 -11.7577
11.862 -35.4605 -8.54368 32.8153 -11.9454
11.863 -35.6743 -8.48501 32.7004 -12.1312
11.864 -35.886 -8.42522 32.5827 -12.315
11.865 -36.0955 -8.36433 32.4621 -12.4969
11.866 -36.3029 -8.30233 32.3387 -12.6768
11.867 -36.5081 -8.23923 32.2125 -12.8548
11.868 -36.711 -8.17503 32.0833 -13.0308
11.869 -36.9118 -8.10974 31.9514 -13.2048
11.87 -37.1104 -8.04336 31.8166 -13.3768
11.871 -37.3067 -7.97589 31.679 -13.5468
11.872 -37.5007 -7.90734 31.5386 -13.7148
11.873 -37.6926 -7.83771 31.3954 -13.8807
11.874 -37.8821 -7.76701 31.2495 -14.0446
11.875 -38.0694 -7.69524 31.1007 -14.2065
11.876 -38.2543 -7.62241 30.9491 -14.3663
11.877 -38.437 -7.54852 30.7948 -14.5241
11.878 -38.6174 -7.47357 30.6378 -14.6797
11.879 -38.7954 -7.39756 30.478 -14.8333
11.88 -38.9711 -7.32052 30.3154 -14.9848
11.881 -39.1445 -7.24243 30.1501 -15.1341
11.882 -39.3155 -7.1633 29.9821 -15.2814
11.883 -39.4841 -7.08314 29.8114 -15.4265
11.884 -39.6504 -7.00195 29.6381 -15.5695
11.885 -39.8143 -6.91974 29.462 -15.7104
11.886 -39.9757 -6.83651 29.2832 -15.8491
11.887 -40.1348 -6.75227 29.1018 -15.9857
11.888 -40.2915 -6.66701 28.9177 -16.1201
11.889 -40.4457 -6.58076 28.731 -16.2523
11.89 -40.5975 -6.49351 28.5417 -16.3823
11.891 -40.7469 -6.40527 28.3497 -16.5102
11.892 -40.8938 -6.31604 28.1551 -16.6358
11.893 -41.0382 -6.22582 27.9579 -16.7593
11.894 -41.1802 -6.13463 27.7582 -16.8805
11.895 -41.3197 -6.04247 27.5559 -16.9995
11.896 -41.4567 -5.94935 27.351 -17.1163
11.897 -41.5912 -5.85526 27.1435 -17.2309
11.898 -41.7233 -5.76023 26.9336 -17.3432
11.899 -41.8528 -5.66424 26.7211 -17.4533
11.9 -41.9798 -5.56731 26.506 -17.5611
11.901 -42.1042 -5.46944 26.2885 -17.6666
11.902 -42.2261 -5.37065 26.0685 -17.7699
11.903 -42.3455 -5.27092 25.8461 -17.871
11.904 -42.4624 -5.17028 25.6212 -17.9697
11.905 -42.5767 -5.06873 25.3938 -18.0661
11.906 -42.6884 -4.96627 25.164 -18.1603
11.907 -42.7975 -4.86291 24.9318 -18.2522
11.908 -42.9041 -4.75865 24.6972 -18.3417
11.909 -43.0081 -4.65351 24.4602 -18.429
11.91 -43.1095 -4.54748 24.2208 -18.514
11.911 -43.2083 -4.44058 23.9791 -18.5966
11.912 -43.3045 -4.33281 23.735 -18.6769
11.913 -43.3982 -4.22418 23.4886 -18.7549
11.914 -43.4892 -4.1147 23.2399 -18.8305
11.915 -43.5775 -4.00436 22.9888 -18.9038
11.916 -43.6633 -3.89318 22.7355 -18.9748
11.917 -43.7464 -3.78116 22.4799 -19.0434
11.918 -43.8269 -3.66832 22.2221 -19.1097
11.919 -43.9048 -3.55465 21.962 -19.1736
11.92 -43.98 -3.44017 21.6997 -19.2352
11.921 -44.0526 -3.32488 21.4352 -19.2944
11.922 -44.1225 -3.20879 21.1685 -19.3512
11.923 -44.1898 -3.0919 20.8996 -19.4057
11.924 -44.2544 -2.97422 20.6286 -19.4578
11.925 -44.3163 -2.85577 20.3554 -19.5075
11.926 -44.3756 -2.73654 20.0801 -19.5549
11.927 -44.4322 -2.61654 19.8026 -19.5998
11.928 -44.4862 -2.49578 19.5231 -19.6424
11.929 -44.5374 -2.37428 19.2415 -19.6826
11.93 -44.586 -2.25202 18.9579 -19.7205
11.931 -44.6319 -2.12904 18.6722 -19.7559
11.932 -44.6751 -2.00532 18.3844 -19.7889
11.933 -44.7156 -1.88087 18.0947 -19.8195
11.934 -44.7535 -1.75572 17.803 -19.8478
11.935 -44.7886 -1.62986 17.5093 -19.8736
11.936 -44.8211 -1.50329 17.2136 -19.8971
11.937 -44.8508 -1.37604 16.916 -19.9181
11.938 -44.8779 -1.2481 16.6165 -19.9368
11.939 -44.9022 -1.11948 16.3151 -19.953
11.94 -44.9239 -0.990194 16.0118 -19.9668
11.941 -44.9428 -0.860246 15.7066 -19.9783
11.942 -44.9591 -0.729646 15.3996 -19.9873
11.943 -44.9726 -0.5984 15.0908 -19.9939
11.944 -44.9834 -0.466516 14.7801 -19.9981
11.945 -44.9915 -0.334002 14.4677 -19.9999
11.946 -44.997 -0.200866 14.1535 -19.9993
11.947 -44.9997 -0.0671169 13.8375 -19.9963
11.948 -44.9997 0.0672382 13.5198 -19.9909
11.949 -44.997 0.202191 13.2004 -19.9831
11.95 -44.9915 0.337733 12.8792 -19.9729
11.951 -44.9834 0.473857 12.5564 -19.9602
11.952 -44.9726 0.610554 12.232 -19.9452
11.953 -44.9591 0.747816 11.9059 -19.9277
11.954 -44.9428 0.885634 11.5782 -19.9079
11.955 -44.9239 1.024 11.2489 -19.8857
11.956 -44.9022 1.16291 10.918 -19.861
11.957 -44.8779 1.30235 10.5855 -19.834
11.958 -44.8508 1.44231 10.2515 -19.8045
11.959 -44.8211 1.58279 9.91602 -19.7727
11.96 -44.7886 1.72377 9.57901 -19.7385
11.961 -44.7535 1.86525 9.24052 -19.7019
11.962 -44.7157 2.00722 8.90057 -19.6628
11.963 -44.6751 2.14967 8.55918 -19.6214
11.964 -44.6319 2.2926 8.21638 -19.5777
11.965 -44.586 2.43599 7.87218 -19.5315
11.966 -44.5374 2.57983 7.5266 -19.483
11.967 -44.4862 2.72412 7.17967 -19.4321
11.968 -44.4322 2.86885 6.8314 -19.3788
11.969 -44.3756 3.014 6.48182 -19.3231
11.97 -44.3164 3.15958 6.13095 -19.2651
11.971 -44.2544 3.30557 5.77881 -19.2047
11.972 -44.1898 3.45196 5.42541 -19.142
11.973 -44.1225 3.59875 5.07079 -19.0769
11.974 -44.0526 3.74592 4.71496 -19.0094
11.975 -43.98 3.89346 4.35794 -18.9396
11.976 -43.9048 4.04138 3.99976 -18.8675
11.977 -43.8269 4.18965 3.64043 -18.793
11.978 -43.7464 4.33827 3.27998 -18.7162
11.979 -43.6633 4.48724 2.91844 -18.637
11.98 -43.5776 4.63653 2.55581 -18.5556
11.981 -43.4892 4.78615 2.19213 -18.4718
11.982 -43.3982 4.93608 1.82741 -18.3857
11.983 -43.3046 5.08632 1.46168 -18.2973
11.984 -43.2084 5.23685 1.09497 -18.2066
11.985 -43.1095 5.38767 0.727278 -18.1135
11.986 -43.0081 5.53876 0.358644 -18.0182
11.987 -42.9041 5.69013 -0.0109142 -17.9206
11.988 -42.7976 5.84175 -0.381374 -17.8208
11.989 -42.6884 5.99362 -0.752714 -17.7186
11.99 -42.5767 6.14574 -1.12491 -17.6142
11.991 -42.4624 6.29808 -1.49794 -17.5075
11.992 -42.3456 6.45065 -1.87179 -17.3985
11.993 -42.2262 6.60344 -2.24642 -17.2874
11.994 -42.1042 6.75642 -2.62182 -17.1739
11.995 -41.9798 6.90961 -2.99797 -17.0582
11.996 -41.8528 7.06298 -3.37484 -16.9403
11.997 -41.7233 7.21652 -3.75241 -16.8202
11.998 -41.5913 7.37023 -4.13065 -16.6979
11.999 -41.4568 7.5241 -4.50955 -16.5733
12 -41.3197 7.67812 -4.88908 -16.4466
12.001 -41.1802 7.83228 -5.26922 -16.3176
12.002 -41.0383 7.98657 -5.64994 -16.1865
12.003 -40.8938 8.14099 -6.03123 -16.0532
12.004 -40.7469 8.29551 -6.41306 -15.9177
12.005 -40.5976 8.45013 -6.7954 -15.7801
12.006 -40.4457 8.60485 -7.17823 -15.6403
12.007 -40.2915 8.75966 -7.56154 -15.4983
12.008 -40.1349 8.91453 -7.9453 -15.3543
12.009 -39.9758 9.06948 -8.32948 -15.2081
12.01 -39.8143 9.22448 -8.71406 -15.0598
12.011 -39.6504 9.37952 -9.09902 -14.9093
12.012 -39.4842 9.5346 -9.48433 -14.7568
12.013 -39.3155 9.68971 -9.86998 -14.6022
12.014 -39.1445 9.84484 -10.2559 -14.4455
12.015 -38.9712 9.99998 -10.6422 -14.2867
12.016 -38.7955 10.1551 -11.0287 -14.1259
12.017 -38.6174 10.3103 -11.4154 -13.963
12.018 -38.4371 10.4654 -11.8024 -13.7981
12.019 -38.2544 10.6204 -12.1895 -13.6311
12.02 -38.0694 10.7755 -12.5768 -13.4621
12.021 -37.8821 10.9305 -12.9643 -13.2911
12.022 -37.6926 11.0854 -13.3519 -13.1181
12.023 -37.5008 11.2403 -13.7396 -12.9431
12.024 -37.3067 11.3951 -14.1273 -12.7661
12.025 -37.1104 11.5498 -14.5152 -12.5871
12.026 -36.9118 11.7045 -14.903 -12.4062
12.027 -36.7111 11.859 -15.2908 -12.2234
12.028 -36.5081 12.0134 -15.6787 -12.0386
12.029 -36.3029 12.1677 -16.0665 -11.8518
12.03 -36.0956 12.3218 -16.4542 -11.6632
12.031 -35.886 12.4759 -16.8418 -11.4726
12.032 -35.6743 12.6297 -17.2294 -11.2802
12.033 -35.4605 12.7834 -17.6168 -11.0859
12.034 -35.2445 12.937 -18.004 -10.8897
12.035 -35.0264 13.0904 -18.391 -10.6916
12.036 -34.8062 13.2435 -18.7779 -10.4917
12.037 -34.584 13.3965 -19.1645 -10.29
12.038 -34.3596 13.5493 -19.5509 -10.0864
12.039 -34.1331 13.7019 -19.937 -9.88103
12.04 -33.9046 13.8542 -20.3228 -9.67386
12.041 -33.6741 14.0063 -20.7083 -9.4649
12.042 -33.4415 14.1582 -21.0934 -9.25417
12.043 -33.207 14.3098 -21.4782 -9.04168
12.044 -32.9704 14.4612 -21.8626 -8.82745
12.045 -32.7318 14.6123 -22.2466 -8.61148
12.046 -32.4913 14.7631 -22.6301 -8.39378
12.047 -32.2488 14.9137 -23.0132 -8.17438
12.048 -32.0044 15.0639 -23.3958 -7.95329
12.049 -31.7581 15.2138 -23.7778 -7.73051
12.05 -31.5098 15.3634 -24.1594 -7.50606
12.051 -31.2597 15.5127 -24.5404 -7.27996
12.052 -31.0076 15.6617 -24.9208 -7.05222
12.053 -30.7537 15.8103 -25.3007 -6.82285
12.054 -30.498 15.9586 -25.6799 -6.59186
12.055 -30.2404 16.1065 -26.0585 -6.35928
12.056 -29.981 16.2541 -26.4364 -6.1251
12.057 -29.7198 16.4012 -26.8136 -5.88936
12.058 -29.4568 16.548 -27.1901 -5.65206
12.059 -29.192 16.6944 -27.5659 -5.41322
12.06 -28.9255 16.8404 -27.9409 -5.17284
12.061 -28.6572 16.986 -28.3152 -4.93095
12.062 -28.3872 17.1311 -28.6886 -4.68757
12.063 -28.1155 17.2758 -29.0612 -4.44269
12.064 -27.8421 17.4201 -29.433 -4.19635
12.065 -27.5671 17.564 -29.8039 -3.94855
12.066 -27.2903 17.7074 -30.1739 -3.69931
12.067 -27.012 17.8503 -30.543 -3.44864
12.068 -26.732 17.9927 -30.9112 -3.19656
12.069 -26.4504 18.1347 -31.2784 -2.94309
12.07 -26.1672 18.2762 -31.6446 -2.68823
12.071 -25.8824 18.4172 -32.0098 -2.43201
12.072 -25.5961 18.5577 -32.374 -2.17444
12.073 -25.3082 18.6976 -32.7372 -1.91554
12.074 -25.0188 18.8371 -33.0993 -1.65531
12.075 -24.7279 18.976 -33.4603 -1.39379
12.076 -24.4356 19.1143 -33.8202 -1.13098
12.077 -24.1417 19.2522 -34.1789 -0.866892
12.078 -23.8464 19.3894 -34.5365 -0.601552
12.079 -23.5497 19.5261 -34.8929 -0.334973
12.08 -23.2515 19.6622 -35.2482 -0.0671696
12.081 -22.9519 19.7978 -35.6022 0.201841
12.082 -22.651 19.9327 -35.955 0.472043
12.083 -22.3487 20.0671 -36.3065 0.74342
12.084 -22.0451 20.2008 -36.6567 1.01596
12.085 -21.7401 20.334 -37.0056 1.28963
12.086 -21.4338 20.4665 -37.3532 1.56444
12.087 -21.1263 20.5984 -37.6995 1.84035
12.088 -20.8174 20.7296 -38.0444 2.11736
12.089 -20.5073 20.8602 -38.3879 2.39544
12.09 -20.196 20.9902 -38.73 2.67458
12.091 -19.8835 21.1195 -39.0707 2.95476
12.092 -19.5697 21.2481 -39.4099 3.23597
12.093 -19.2548 21.376 -39.7476 3.51819
12.094 -18.9387 21.5033 -40.0839 3.8014
12.095 -18.6215 21.6298 -40.4186 4.08558
12.096 -18.3032 21.7557 -40.7519 4.37072
12.097 -17.9837 21.8808 -41.0835 4.65681
12.098 -17.6632 22.0053 -41.4136 4.94381
12.099 -17.3417 22.129 -41.7422 5.23172
12.1 -17.019 22.252 -42.0691 5.52052
12.101 -16.6954 22.3742 -42.3944 5.81019
12.102 -16.3707 22.4958 -42.718 6.10072
12.103 -16.0451 22.6165 -43.0399 6.39208
12.104 -15.7185 22.7365 -43.3602 6.68426
12.105 -15.3909 22.8557 -43.6788 6.97724
12.106 -15.0625 22.9742 -43.9956 7.27101
12.107 -14.7331 23.0919 -44.3107 7.56554
12.108 -14.4028 23.2088 -44.6241 7.86082
12.109 -14.0717 23.3249 -44.9356 8.15683
12.11 -13.7397 23.4401 -45.2454 8.45355
12.111 -13.4069 23.5546 -45.5533 8.75097
12.112 -13.0733 23.6683 -45.8594 9.04906
12.113 -12.7389 23.7811 -46.1636 9.34781
12.114 -12.4037 23.8932 -46.466 9.64721
12.115 -12.0678 24.0043 -46.7665 9.94722
12.116 -11.7312 24.1147 -47.065 10.2478
12.117 -11.3938 24.2242 -47.3616 10.5491
12.118 -11.0558 24.3328 -47.6563 10.8508
12.119 -10.7171 24.4406 -47.949 11.1532
12.12 -10.3778 24.5475 -48.2398 11.456
12.121 -10.0378 24.6535 -48.5285 11.7594
12.122 -9.69722 24.7586 -48.8152 12.0633
12.123 -9.35606 24.8629 -49.0999 12.3676
12.124 -9.01435 24.9662 -49.3825 12.6724
12.125 -8.67209 25.0687 -49.6631 12.9777
12.126 -8.32931 25.1703 -49.9415 13.2833
12.127 -7.98603 25.2709 -50.2179 13.5894
12.128 -7.64227 25.3706 -50.4922 13.8959
12.129 -7.29804 25.4694 -50.7643 14.2027
12.13 -6.95338 25.5673 -51.0342 14.5099
12.131 -6.6083 25.6642 -51.302 14.8174
12.132 -6.26283 25.7602 -51.5677 15.1252
12.133 -5.91697 25.8552 -51.8311 15.4333
12.134 -5.57076 25.9493 -52.0923 15.7417
12.135 -5.22422 26.0425 -52.3512 16.0503
12.136 -4.87736 26.1346 -52.6079 16.3592
12.137 -4.53021 26.2258 -52.8624 16.6683
12.138 -4.18278 26.316 -53.1146 16.9776
12.139 -3.83511 26.4052 -53.3644 17.2871
12.14 -3.4872 26.4935 -53.612 17.5967
12.141 -3.13908 26.5807 -53.8573 17.9065
12.142 -2.79077 26.667 -54.1002 18.2164
12.143 -2.4423 26.7522 -54.3407 18.5265
12.144 -2.09368 26.8365 -54.5789 18.8366
12.145 -1.74493 26.9197 -54.8147 19.1468
12.146 -1.39608 27.0019 -55.0482 19.457
12.147 -1.04714 27.0831 -55.2792 19.7673
12.148 -0.698142 27.1633 -55.5077 20.0775
12.149 -0.349101 27.2424 -55.7339 20.3878
12.15 -3.85949e-05 27.3205 -55.9576 20.6981
12.151 0.349024 27.3975 -56.1788 21.0083
12.152 0.698065 27.4735 -56.3976 21.3184
12.153 1.04706 27.5485 -56.6138 21.6285
12.154 1.396 27.6224 -56.8276 21.9385
12.155 1.74485 27.6952 -57.0388 22.2483
12.156 2.0936 27.767 -57.2475 22.558
12.157 2.44222 27.8377 -57.4537 22.8676
12.158 2.7907 27.9073 -57.6573 23.177
12.159 3.139 27.9759 -57.8583 23.4862
12.16 3.48712 28.0433 -58.0568 23.7952
12.161 3.83503 28.1097 -58.2527 24.104
12.162 4.18271 28.175 -58.446 24.4125
12.163 4.53013 28.2392 -58.6366 24.7207
12.164 4.87728 28.3023 -58.8247 25.0287
12.165 5.22414 28.3643 -59.01 25.3364
12.166 5.57069 28.4252 -59.1928 25.6437
12.167 5.9169 28.485 -59.3729 25.9507
12.168 6.26275 28.5437 -59.5503 26.2573
12.169 6.60823 28.6012 -59.725 26.5636
12.17 6.95331 28.6577 -59.8971 26.8695
12.171 7.29797 28.713 -60.0664 27.1749
12.172 7.64219 28.7672 -60.2331 27.48
12.173 7.98595 28.8202 -60.397 27.7846
12.174 8.32923 28.8722 -60.5582 28.0887
12.175 8.67201 28.923 -60.7166 28.3923
12.176 9.01427 28.9726 -60.8723 28.6954
12.177 9.35599 29.0211 -61.0252 28.998
12.178 9.69714 29.0685 -61.1754 29.3001
12.179 10.0377 29.1147 -61.3228 29.6016
12.18 10.3777 29.1598 -61.4674 29.9025
12.181 10.717 29.2037 -61.6092 30.2028
12.182 11.0557 29.2465 -61.7482 30.5025
12.183 11.3937 29.2881 -61.8843 30.8016
12.184 11.7311 29.3285 -62.0177 31.1
12.185 12.0677 29.3678 -62.1482 31.3978
12.186 12.4036 29.4059 -62.2759 31.6948
12.187 12.7388 29.4429 -62.4008 31.9912
12.188 13.0732 29.4786 -62.5228 32.2869
12.189 13.4068 29.5132 -62.6419 32.5818
12.19 13.7396 29.5467 -62.7582 32.8759
12.191 14.0716 29.5789 -62.8716 33.1693
12.192 14.4027 29.61 -62.9821 33.4619
12.193 14.733 29.6399 -63.0897 33.7536
12.194 15.0624 29.6686 -63.1944 34.0446
12.195 15.3909 29.6962 -63.2963 34.3347
12.196 15.7184 29.7225 -63.3952 34.6239
12.197 16.045 29.7477 -63.4912 34.9123
12.198 16.3707 29.7716 -63.5843 35.1997
12.199 16.6953 29.7944 -63.6745 35.4863
12.2 17.019 29.816 -63.7618 35.7719
12.201 17.3416 29.8364 -63.8461 36.0566
12.202 17.6632 29.8556 -63.9274 36.3403
12.203 17.9837 29.8736 -64.0059 36.623
12.204 18.3031 29.8904 -64.0814 36.9047
12.205 18.6214 29.9061 -64.1539 37.1854
12.206 18.9387 29.9205 -64.2235 37.4651
12.207 19.2547 29.9337 -64.2901 37.7437
12.208 19.5696 29.9457 -64.3537 38.0212
12.209 19.8834 29.9565 -64.4144 38.2977
12.21 20.1959 29.9662 -64.4721 38.573
12.211 20.5073 29.9746 -64.5268 38.8473
12.212 20.8173 29.9818 -64.5785 39.1204
12.213 21.1262 29.9878 -64.6273 39.3924
12.214 21.4338 29.9926 -64.6731 39.6631
12.215 21.74 29.9962 -64.7159 39.9328
12.216 22.045 29.9986 -64.7557 40.2012
12.217 22.3486 29.9998 -64.7925 40.4684
12.218 22.6509 29.9998 -64.8263 40.7343
12.219 22.9519 29.9986 -64.8571 40.999
12.22 23.2514 29.9962 -64.8849 41.2625
12.221 23.5496 29.9926 -64.9097 41.5247
12.222 23.8463 29.9878 -64.9315 41.7855
12.223 24.1416 29.9818 -64.9503 42.0451
12.224 24.4355 29.9746 -64.9661 42.3033
12.225 24.7279 29.9662 -64.9788 42.5602
12.226 25.0188 29.9565 -64.9886 42.8158
12.227 25.3082 29.9457 -64.9954 43.0699
12.228 25.596 29.9337 -64.9992 43.3227
12.229 25.8823 29.9205 -64.9999 43.5741
12.23 26.1671 29.9061 -64.9976 43.8241
12.231 26.4503 29.8904 -64.9924 44.0726
12.232 26.7319 29.8736 -64.9841 44.3196
12.233 27.0119 29.8556 -64.9728 44.5653
12.234 27.2903 29.8364 -64.9585 44.8094
12.235 27.567 29.816 -64.9413 45.052
12.236 27.8421 29.7944 -64.921 45.2932
12.237 28.1155 29.7716 -64.8977 45.5328
12.238 28.3872 29.7477 -64.8713 45.7709
12.239 28.6571 29.7225 -64.842 46.0074
12.24 28.9254 29.6962 -64.8097 46.2423
12.241 29.1919 29.6686 -64.7744 46.4757
12.242 29.4567 29.6399 -64.7361 46.7075
12.243 29.7197 29.61 -64.6949 46.9377
12.244 29.9809 29.5789 -64.6506 47.1662
12.245 30.2403 29.5467 -64.6033 47.3932
12.246 30.4979 29.5132 -64.5531 47.6184
12.247 30.7537 29.4786 -64.4998 47.8421
12.248 31.0076 29.4429 -64.4436 48.064
12.249 31.2596 29.4059 -64.3844 48.2842
12.25 31.5098 29.3678 -64.3223 48.5028
12.251 31.758 29.3285 -64.2571 48.7196
12.252 32.0044 29.2881 -64.1891 48.9347
12.253 32.2488 29.2465 -64.118 49.1481
12.254 32.4913 29.2037 -64.044 49.3597
12.255 32.7318 29.1598 -63.967 49.5696
12.256 32.9703 29.1147 -63.8871 49.7776
12.257 33.2069 29.0685 -63.8043 49.9839
12.258 33.4415 29.0211 -63.7185 50.1884
12.259 33.6741 28.9726 -63.6298 50.391
12.26 33.9046 28.923 -63.5382 50.5918
12.261 34.1331 28.8722 -63.4436 50.7908
12.262 34.3595 28.8202 -63.3461 50.9879
12.263 34.5839 28.7672 -63.2457 51.1832
12.264 34.8062 28.713 -63.1425 51.3766
12.265 35.0264 28.6577 -63.0363 51.5681
12.266 35.2445 28.6012 -62.9272 51.7577
12.267 35.4605 28.5437 -62.8153 51.9454
12.268 35.6743 28.485 -62.7004 52.1312
12.269 35.886 28.4252 -62.5827 52.315
12.27 36.0955 28.3643 -62.4621 52.4969
12.271 36.3029 28.3023 -62.3387 52.6768
12.272 36.5081 28.2392 -62.2125 52.8548
12.273 36.711 28.175 -62.0833 53.0308
12.274 36.9118 28.1097 -61.9514 53.2048
12.275 37.1104 28.0434 -61.8166 53.3768
12.276 37.3067 27.9759 -61.679 53.5468
12.277 37.5007 27.9073 -61.5386 53.7148
12.278 37.6926 27.8377 -61.3954 53.8807
12.279 37.8821 27.767 -61.2495 54.0446
12.28 38.0694 27.6952 -61.1007 54.2065
12.281 38.2543 27.6224 -60.9491 54.3663
12.282 38.437 27.5485 -60.7948 54.5241
12.283 38.6174 27.4736 -60.6378 54.6797
12.284 38.7954 27.3976 -60.478 54.8333
12.285 38.9711 27.3205 -60.3154 54.9848
12.286 39.1445 27.2424 -60.1501 55.1341
12.287 39.3155 27.1633 -59.9821 55.2814
12.288 39.4841 27.0831 -59.8114 55.4265
12.289 39.6504 27.0019 -59.6381 55.5695
12.29 39.8143 26.9197 -59.462 55.7104
12.291 39.9757 26.8365 -59.2832 55.8491
12.292 40.1348 26.7523 -59.1018 55.9857
12.293 40.2915 26.667 -58.9177 56.1201
12.294 40.4457 26.5808 -58.731 56.2523
12.295 40.5975 26.4935 -58.5417 56.3823
12.296 40.7469 26.4053 -58.3497 56.5102
12.297 40.8938 26.316 -58.1551 56.6358
12.298 41.0382 26.2258 -57.9579 56.7593
12.299 41.1802 26.1346 -57.7582 56.8805
12.3 41.3197 26.0425 -57.5559 56.9995
12.301 41.4567 25.9493 -57.351 57.1163
12.302 41.5912 25.8553 -57.1435 57.2309
12.303 41.7233 25.7602 -56.9336 57.3432
12.304 41.8528 25.6642 -56.7211 57.4533
12.305 41.9798 25.5673 -56.506 57.5611
12.306 42.1042 25.4694 -56.2885 57.6666
12.307 42.2261 25.3706 -56.0685 57.7699
12.308 42.3455 25.2709 -55.8461 57.871
12.309 42.4624 25.1703 -55.6212 57.9697
12.31 42.5767 25.0687 -55.3938 58.0661
12.311 42.6884 24.9663 -55.164 58.1603
